143|2020|1|1|||||||||||||||||||||||||
143|2020|1|2|||||||||||||||||||||||||
143|2020|1|3|||||||||||||||||||||||||
143|2020|1|4|||||||||||||||||||||||||
143|2020|1|5|||||||||||||||||||||||||
143|2020|1|6|||||||||0|||10|||30|||5|||45|||30|
143|2020|1|7|||75|||30|||25|||5|||0|||0|||40|||95|
143|2020|1|8|||3||||||||||||||||||||||
143|2020|1|9|||||||||||||||||||||||||
143|2020|1|10|||||||||||||||||||||||||
143|2020|1|11|||||||||||||||||||||||||
143|2020|1|12|||||||||||||||||||||||||
143|2020|1|13|||||||||||||||||||||||||
143|2020|1|14|||||||||||||||||||||||||
143|2020|1|15|||||||||||||||||||||||||
143|2020|1|16|||||||||||||||||||||||||
143|2020|1|17|||||||||||||||||||||||||
143|2020|1|18|||||||||||||||||||||||||
143|2020|1|19|||||||||||||||||||||||||
143|2020|1|20|||||||||||||||||||||||||
143|2020|1|21|||||||||||||||||||||||||
143|2020|1|22|||||||||||||||0|||0|||10|||25|
143|2020|1|23|||20|||40|||10|||5|||0||||||||||
143|2020|1|24|||||||||||||||||||||||||
143|2020|1|25|||||||||||||||||||||||||
143|2020|1|26|||||||||||||||||||||0|||1|
143|2020|1|27|||0|||10|||25|||15|||45|||45|||40|||15|
143|2020|1|28|||0||||||||||||||||||||||
143|2020|1|29|||||||||||||||||||||0|||5|
143|2020|1|30|||||||||||||||||||||0||||
143|2020|1|31||||||0|||0||||||||||||||||
143|2020|2|1|||||||||||||||||||||||||
143|2020|2|2|||||||||||||||||||||||||
143|2020|2|3|||||||||||||||||||||||||
143|2020|2|4|||||||||||||||||||||||||
143|2020|2|5|||0|||0|||||||||||||||||||
143|2020|2|6|||||||||||||||||||||||||
143|2020|2|7|||||||||||||||||||||||||
143|2020|2|8|||||||||||||||||||||||||
143|2020|2|9|||||||||||||||||||||||||
143|2020|2|10|||||||||||||||||||||||||
143|2020|2|11|||||||||||||||||||||||||
143|2020|2|12|||0|||0|||25|||15|||10|||10|||||||
143|2020|2|13|||||||||||||||||||||||||
143|2020|2|14|||||||||||||||||||||||||
143|2020|2|15|||||||||||||||||||||||||
143|2020|2|16|||1|||39|||0|||||||||0|||0||||
143|2020|2|17||||||||||||0|||||||||||||
143|2020|2|18|||||||||||||||||||||||||
143|2020|2|19|||||||||||||||||||||||||
143|2020|2|20|||||||||||||||||||||||||
143|2020|2|21||||||||||||||||||||||||0|
143|2020|2|22|||0|||0|||||||||||||||||||
143|2020|2|23|||||||||||||||||||||||||
143|2020|2|24||||||||||||||||||||||||0|
143|2020|2|25|||20|||50|||60|||60|||55|||35|||10|||0|
143|2020|2|26||||||0||||||||||||||||||2|
143|2020|2|27||||||0|||||||||||||||||||
143|2020|2|28|||||||||||||||10|||0|||||||
143|2020|2|29|||||||||||||||||||||||||
143|2020|3|1|||||||||||||||||||||||||
143|2020|3|2|||||||||||||||||||||||||
143|2020|3|3|||||||||||||||||||||||||
143|2020|3|4|||||||||||||||||||||||||
143|2020|3|5|||||||||||||||||||||||||
143|2020|3|6|||||||||||||||||||||||||
143|2020|3|7||||||||||||5|||||||||15||||
143|2020|3|8|||||||||||||||||||||||||
143|2020|3|9|||||||||||||||||||||1|||29|
143|2020|3|10|||25|||25|||0|||25|||25|||0|||||||
143|2020|3|11|||||||||||||||||||||||||
143|2020|3|12|||||||||||||||||||||||||
143|2020|3|13|||||||||||||||||||||||||
143|2020|3|14|||||||||||||||||||||||||
143|2020|3|15|||||||||||||||||||||||||
143|2020|3|16|||||||||||||||||||||||||
143|2020|3|17|||||||||||||||||||||||||
143|2020|3|18|||||||||||||||||||||||||
143|2020|3|19|||||||||||||||||||||||||
143|2020|3|20|||||||||||||||||||||||||
143|2020|3|21|||||||||||||||||||||||||
143|2020|3|22|||||||||||||||||||||||||
143|2020|3|23|||||||||||||||||||||||||
143|2020|3|24|||||||||||||||||||||||||
143|2020|3|25|||||||||||||||||||||||||
143|2020|3|26|||||||||0|||0|||0|||0|||5|||30|
143|2020|3|27|||40|||20|||||||||||||||||||
143|2020|3|28|||||||||||||||||||||||||
143|2020|3|29|||||||||||||||||||||||||
143|2020|3|30|||||||||||||||||||||||||
143|2020|3|31|||||||||||||||||||||||||
143|2020|4|1||||0|||||||||||||||||||||
143|2020|4|2|||||||||||||||||||||||||
143|2020|4|3|||||||||||||||||||||||||
143|2020|4|4|||||||||||||||||||||||||
143|2020|4|5|||||||||||||||||||||||||
143|2020|4|6|||||||||||||||||||||||||
143|2020|4|7|||||||||||||||||||||||||
143|2020|4|8|||||||||||||||||||||||||
143|2020|4|9|||||||||||||||||||||||||
143|2020|4|10|||||0||0||||||||||||||||||
143|2020|4|11|||||||||||||||||0|1||||0|||
143|2020|4|12||||||||||1|4|0|0|0|0|5|||0|0|0||||
143|2020|4|13|||||||||||||||||||||||||
143|2020|4|14|||||||||||||||||||||||||
143|2020|4|15|||||||||||||||||||||||||
143|2020|4|16|||||||||||||||||||||||||
143|2020|4|17|||||||||10|25|20|20|10|15|0|||5|5|0|5||||
143|2020|4|18||||0||3|||||||||||||||||||
143|2020|4|19|||||||||||||||0|10|30|15|30|30|35|30|10|0|
143|2020|4|20|5||||||||||||||||||||||||
143|2020|4|21|||||||||||||||||||||||||
143|2020|4|22|||||||||||||||||||||||||
143|2020|4|23|||||||||||||||||||||||||
143|2020|4|24|||||||||||||||||||||||||
143|2020|4|25|||||||||||||||||||||||||
143|2020|4|26|||||||||||||||||||||||||
