281|2019|1|1|||||||||||||||||||||||||
281|2019|1|2|||||||||||||||||||||||||
281|2019|1|3|||||||||||||||||||||||||
281|2019|1|4|||||||||||||||||||||||||
281|2019|1|5|||||||||||||||||||||||||
281|2019|1|6|||||||||||||||||||||||||
281|2019|1|7|||||||||||||||||||||||||
281|2019|1|8|||||||||||||||||||||||||
281|2019|1|9|||||||||||||||||||||||||
281|2019|1|10|||||||||||||||||||||||||
281|2019|1|11|||||||||||||||||||||||||
281|2019|1|12|||0|||15|||40|||15|||||||||||||
281|2019|1|13|||||||||||||||||||||||||
281|2019|1|14|||||||||||||||||||||||||
281|2019|1|15|||||||||||||||||||||||||
281|2019|1|16|||||||||||||||||||||||||
281|2019|1|17|||||||||||||||||||||||||
281|2019|1|18|||||||||||||||||||||||||
281|2019|1|19|||||||||||||||||||||||||
281|2019|1|20|||3|||1|||||||||||||||||||
281|2019|1|21|||||||||||||||||||||||||
281|2019|1|22|||||||||||||||||||||||||
281|2019|1|23|||||||||||||||||||||||||
281|2019|1|24|||||||||||||||||||||||||
281|2019|1|25|||||||||||||||||||||||||
281|2019|1|26|||||||||||||||||||||||||
281|2019|1|27|||||||||||||||||||||||||
281|2019|1|28|||||||||||||||||||||||||
281|2019|1|29|||||||||||||||||||||||||
281|2019|1|30|||||||||||||||||||||||||
281|2019|1|31||||||1|||9|||20|||15||||||||||
281|2019|2|1|||||||||||||||||||||||||
281|2019|2|2|||||||||||||||||||||||||
281|2019|2|3|||1|||4|||20|||10|||5|||5|||||||
281|2019|2|4|||||||||||||||||||||||||
281|2019|2|5|||||||||||||||||||||||||
281|2019|2|6|||||||||||||||||||||||||
281|2019|2|7|||||||||||||||||||||||||
281|2019|2|8|||||||||||||||||||||||||
281|2019|2|9|||||||||||||||||||||||||
281|2019|2|10|||||||||||||||||||||||||
281|2019|2|11|||||||||||||||||||||||||
281|2019|2|12|||||||||||||||||||||||||
281|2019|2|13|||||||||||||||||||||||||
281|2019|2|14|||||||||||||||0||||||||||
281|2019|2|15|||||||||||||||||||||||||
281|2019|2|16||||||||||||0|||||||||||||
281|2019|2|17|||||||||||||||||||||||||
281|2019|2|18|||||||||||||||||||||||||
281|2019|2|19|||5|||35|||85|||65|||15||||||||||
281|2019|2|20|||||||||||||||||||||||||
281|2019|2|21|||||||||||||||||||||||||
281|2019|2|22|||||||||||||||||||||||||
281|2019|2|23|||||||||||||||||||||||||
281|2019|2|24|||||||||||||||||||||||||
281|2019|2|25|||||||||||||||||||||||||
281|2019|2|26|||||||||||||||||||||||||
281|2019|2|27|||||||||||||||||||||0|||0|
281|2019|2|28|||3||||||||||||||||||||||
281|2019|3|1|||||||||||||||||||||||||
281|2019|3|2|||||||||||||||||||||||||
